tmdb_id,imdb_id,title,original_title,original_language,release_date,year,runtime_min,genres,popularity,vote_average,vote_count,budget_usd,revenue_usd,overview,tagline,director,top_cast,production_companies,production_countries,us_rating,keywords,poster_path,tmdb_url
917496,tt2049403,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,en,2024-09-04,2024,105,"Comedy, Fantasy, Horror",11.4027,6.94,3055,99000000,452000435,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",The ghost with the most is back.,Tim Burton,"Michael Keaton, Winona Ryder, Catherine O'Hara, Jenna Ortega, Justin Theroux","Warner Bros. Pictures, Geffen Pictures, Plan B Entertainment, Tim Burton Productions, Tommy Harper Productions, Domain Entertainment",United States of America,PG-13,"afterlife, haunted house, sequel, paranormal, teenage girl, gothic, death, new england, ghost, unexpected death",https://image.tmdb.org/t/p/w500/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg,https://www.themoviedb.org/movie/917496
259693,tt3065204,The Conjuring 2,The Conjuring 2,en,2016-06-08,2016,134,Horror,11.3855,7.293,9101,40000000,322819915,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,The next true story from the case files of Ed and Lorraine Warren.,James Wan,"Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor, Lauren Esposito","New Line Cinema, The Safran Company, Atomic Monster, RatPac Entertainment",United States of America,R,"london, england, england, 1970s, spirit, single mother, demon, paranormal investigation, demonic possession, ghost, christmas",https://image.tmdb.org/t/p/w500/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,https://www.themoviedb.org/movie/259693
940721,tt23289160,Godzilla Minus One,ゴジラ-1.0,ja,2023-11-03,2023,124,"Science Fiction, Horror, Action",11.383,7.574,3075,15000000,113676322,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",Live and Fight. Survive and Resist.,Takashi Yamazaki,"Ryunosuke Kamiki, Minami Hamabe, Yuki Yamada, Munetaka Aoki, Hidetaka Yoshioka","TOHO, TOHO Studios, Robot Communications",Japan,PG-13,"monster, loss of loved one, giant monster, kamikaze, duty, atomic bomb test, radioactivity, naval combat, reboot, kaiju",https://image.tmdb.org/t/p/w500/2E2WTX0TJEflAged6kzErwqX1kt.jpg,https://www.themoviedb.org/movie/940721
1549519,tt38080080,Sex Trip,Sex Trip,tl,2026-02-20,2026,75,Drama,11.3754,6.0,4,0,0,"On a final trip after college graduation, five friends go on a hiking trip and discover a mystical cave that unleashes forbidden desires within them, igniting a night of uninhibited passion, partner-swapping, and raw sexual exploration leaving them forever changed.",,Lawrence Fajardo,"Angeline Aril, Audrey Avila, Cheena Dizon, VR Relosa, Van Allen Ong",Vivamax,Philippines,,sexy,https://image.tmdb.org/t/p/w500/oVyD6sX6Vr5Ej8X1DLrs12zG40Y.jpg,https://www.themoviedb.org/movie/1549519
1084199,tt26584495,Companion,Companion,en,2025-01-22,2025,97,"Horror, Science Fiction, Thriller",11.3746,7.01,2186,10000000,36869122,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",Find someone made just for you.,Drew Hancock,"Sophie Thatcher, Jack Quaid, Lukas Gage, Megan Suri, Harvey Guillén","BoulderLight Pictures, New Line Cinema, Vertigo Entertainment, Subconscious, Domain Entertainment",United States of America,R,"android, artificial intelligence (a.i.), cabin, robot, boyfriend girlfriend relationship, duringcreditsstinger, robot girl, weekend getaway, human android relationship, toxic relationship",https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,https://www.themoviedb.org/movie/1084199
291805,tt3110958,Now You See Me 2,Now You See Me 2,en,2016-06-02,2016,129,"Crime, Thriller",11.3721,6.827,11475,120000000,334897606,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",You haven't seen anything yet.,Jon M. Chu,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco, Daniel Radcliffe","Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate","Hong Kong, United States of America",PG-13,"prison, new york city, magic, kidnapping, fbi, card trick, secret society, hypnosis, illusion, twin brother",https://image.tmdb.org/t/p/w500/A81kDB6a1K86YLlcOtZB27jriJh.jpg,https://www.themoviedb.org/movie/291805
1086260,tt13964560,The Astronaut,The Astronaut,en,2025-09-26,2025,90,"Science Fiction, Horror, Thriller",11.3687,6.102,289,0,0,"After returning from her first space mission, astronaut Sam Walker is placed under NASA’s care at a high security house for rehabilitation and medical testing. However, when disturbing occurrences begin happening around the property, she fears that something extraterrestrial has followed her back to Earth",She didn't come back to Earth alone.,Jess Varley,"Kate Mara, Laurence Fishburne, Gabriel Luna, Ivana Miličević, Scarlett Holmes","Fuller Media, The Wonder Company, Wild Atlantic Pictures",United States of America,PG-13,"nasa, survival, astronaut, surveillance, survival horror",https://image.tmdb.org/t/p/w500/souvvkJHYhztC1UqZ8lEVUiJa3J.jpg,https://www.themoviedb.org/movie/1086260
926393,tt17024450,The Equalizer 3,The Equalizer 3,en,2023-08-30,2023,109,"Action, Thriller, Crime",11.3661,7.291,3639,70000000,191067560,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",Justice knows no borders,Antoine Fuqua,"Denzel Washington, Dakota Fanning, Eugenio Mastrandrea, David Denman, Gaia Scodellaro","Columbia Pictures, Eagle Pictures, Escape Artists, ZHIV Productions","Italy, United States of America",R,"italy, investigation, organized crime, vigilante justice, dramatic, suspenseful, italian mafia, horrified, mean spirited, violent",https://image.tmdb.org/t/p/w500/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,https://www.themoviedb.org/movie/926393
372519,tt5431016,The Ten Commandments: The Movie,Os Dez Mandamentos: O Filme,pt,2016-01-28,2016,120,Drama,11.3611,7.2,308,39307171,37070177,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,,Alexandre Avancini,"Guilherme Winter, Camila Rodrigues, Sergio Marone, Paulo Gorgulho, Giselle Itié","Downtown Filmes, RECORD, Record Filmes, Paris Filmes, Casablanca, Seriella Productions","Brazil, Morocco",,"egypt, bible, religion, compilation, ancient egypt",https://image.tmdb.org/t/p/w500/yctfYDrHAPcJP54D2BCH9R5GTY2.jpg,https://www.themoviedb.org/movie/372519
166426,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,en,2017-05-23,2017,129,"Adventure, Action, Fantasy",11.3521,6.653,12710,230000000,795922298,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",All pirates must die.,"Joachim Rønning, Espen Sandberg","Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",United States of America,PG-13,"treasure map, artifact, pirate, swashbuckler, ghost, caribbean sea, trident, treasure hunting",https://image.tmdb.org/t/p/w500/6lAPOAFYFWIO3SQRemEY2wInQMC.jpg,https://www.themoviedb.org/movie/166426
1383247,tt35526133,Agent Zero,Badh,fr,2025-08-06,2025,84,"Action, Thriller",11.3487,5.463,27,0,218216,"When police officer Ilias is shot and left in a coma, Alma must reconnect with her former identity as Badh, a ruthless intelligence operative and skilled assassin. She brutally eliminates members of the Khoury family one by one, unleashing the fury of their leader Mansour, only to discover that Mansour is working with Joana, her former secret service unit officer.",Vengeance is justice.,Guillaume de Fontenay,"Marine Vacth, Niels Schneider, Emmanuelle Bercot, Slimane Dazi, Grégoire Colin","Monkey Pack Films, M.E.S. Productions, WTFilms, Ginger & Fed",France,R,"revenge, female protagonist",https://image.tmdb.org/t/p/w500/diDNHFfccBZxw0CmQoVQkSuJIri.jpg,https://www.themoviedb.org/movie/1383247
1029575,tt16431870,The Family Plan,The Family Plan,en,2023-12-14,2023,118,"Action, Comedy, Family",11.3471,7.2,1841,0,0,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",A thrilling road trip comedy.,Simon Cellan Jones,"Mark Wahlberg, Michelle Monaghan, Maggie Q, Zoe Colletti, Van Crosby","Municipal Pictures, Skydance Media",United States of America,PG-13,"road trip, on the run, gamer, car salesman, las vegas, duringcreditsstinger, hidden identity, family trip, ex army, family bonding",https://image.tmdb.org/t/p/w500/jLLtx3nTRSLGPAKl4RoIv1FbEBr.jpg,https://www.themoviedb.org/movie/1029575
1300116,tt32543884,Fall for Me,Fall for Me,de,2025-08-20,2025,103,"Romance, Thriller",11.3288,6.098,215,0,0,"Lilli is suspicious of her sister's new fiance, but when an attractive stranger enters her life, she's suddenly distracted by the thralls of desire.",,Sherry Hormann,"Svenja Jung, Theo Trebs, Tijan Marei, Antje Traue, Thomas Kretschmann",Wiedemann & Berg Television,Germany,R,"mallorca island, spain, woman director, erotic thriller, property",https://image.tmdb.org/t/p/w500/mduZ3YRKele4rHhrse7b7B3d44b.jpg,https://www.themoviedb.org/movie/1300116
508943,tt12801262,Luca,Luca,en,2021-06-17,2021,95,"Animation, Family, Fantasy, Comedy, Drama",11.2763,7.783,8886,200000000,51074773,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,Prepare for an unforgettable trip.,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Saverio Raimondo, Maya Rudolph",Pixar,United States of America,PG,"friendship, monster, italy, villain, coming of age, friends, bromance, sea monster, vespa, aftercreditsstinger",https://image.tmdb.org/t/p/w500/9x4i9uKGXt8IiiIF5Ey0DIoY738.jpg,https://www.themoviedb.org/movie/508943
424694,tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,en,2018-10-24,2018,135,"Music, History, Drama",11.2246,7.959,17653,52000000,910813521,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",Fearless lives forever.,Bryan Singer,"Rami Malek, Gwilym Lee, Ben Hardy, Joseph Mazzello, Lucy Boynton","20th Century Fox, Regency Enterprises, GK Films, TSG Entertainment","United Kingdom, United States of America",PG-13,"london, england, aids, musician, 1970s, biography, based on true story, singer, hiv, male homosexuality, fame",https://image.tmdb.org/t/p/w500/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,https://www.themoviedb.org/movie/424694
339403,tt3890160,Baby Driver,Baby Driver,en,2017-06-28,2017,113,"Action, Crime",11.217,7.443,16708,34000000,226945087,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",All you need is one killer track.,Edgar Wright,"Ansel Elgort, Kevin Spacey, Lily James, Jon Hamm, Jamie Foxx","Big Talk Studios, Working Title Films, MRC","United Kingdom, United States of America",R,"robbery, waitress, atlanta, crime boss, romance, heist, getaway car, on the run, shootout, bank robbery",https://image.tmdb.org/t/p/w500/tYzFuYXmT8LOYASlFCkaPiAFAl0.jpg,https://www.themoviedb.org/movie/339403
330457,tt4520988,Frozen II,Frozen II,en,2019-11-20,2019,103,"Family, Animation, Adventure, Comedy, Fantasy",11.2,7.233,10213,150000000,1453683476,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",The past is not what it seems.,"Jennifer Lee, Chris Buck","Idina Menzel, Kristen Bell, Josh Gad, Jonathan Groff, Evan Rachel Wood",Walt Disney Animation Studios,United States of America,PG,"princess, magic, kingdom, winter, queen, castle, musical, sequel, dam, spirit",https://image.tmdb.org/t/p/w500/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,https://www.themoviedb.org/movie/330457
249397,tt2382009,Nymphomaniac: Vol. II,Nymphomaniac: Vol. II,en,2013-12-25,2013,124,"Drama, Mystery",11.1988,6.706,3110,2350000,4934725,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,Forget about love.,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Willem Dafoe","Zentropa Entertainments, Zentropa International Köln, Zentropa International France, Zentropa International Sweden, Slot Machine, Caviar, Zenbelgie BVBA, ARTE France Cinéma, Film i Väst, Groupe Grand Accord","Denmark, Germany, Belgium, France, Sweden",NR,"bondage, whip, sexuality, masochism, sex therapy, chapter, sadomasochism, sequel, sexual violence, love",https://image.tmdb.org/t/p/w500/iLUNqgNKuWn667kXCKztSxYbT3k.jpg,https://www.themoviedb.org/movie/249397
882569,tt4873118,Guy Ritchie's The Covenant,Guy Ritchie's The Covenant,en,2023-04-19,2023,123,"War, Action, Thriller",11.171,7.718,3112,55000000,21948551,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",A bond. A pledge. A commitment.,Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong, Rhys Yates","STXfilms, Toff Guy Films","United Kingdom, United States of America",R,"rescue, ambush, interpreter, afghanistan, afghanistan war (2001-2021), war",https://image.tmdb.org/t/p/w500/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,https://www.themoviedb.org/movie/882569
359724,tt1950186,Ford v Ferrari,Ford v Ferrari,en,2019-11-13,2019,153,"Drama, Action, History",11.1616,8.005,8861,97600000,225508210,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",They took the American dream for a ride,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe, Josh Lucas","20th Century Fox, TSG Entertainment, Chernin Entertainment, Turnpike Films",United States of America,PG-13,"based on novel or book, car race, sports, car mechanic, biography, based on true story, le mans, racing, race car driver, frantic",https://image.tmdb.org/t/p/w500/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,https://www.themoviedb.org/movie/359724
